auroc,auprc,brier_score,sensitivity,specificity,ppv,npv,f1,threshold,tp,fp,tn,fn,n_total,n_positive,event_rate,alert_count,manual_review_count,stage,group_col,group_value,sensitivity_gap_vs_overall,auroc_gap_vs_overall,brier_gap_vs_overall,unstable_estimate
0.832465970243748,0.738951172937854,0.15073684297804038,0.49230769230769234,0.9135802469135802,0.732824427480916,0.7889125799573561,0.588957055214724,0.49626415393692785,96,35,370,99,600,195,0.325,154,162,t24,asa_band,asa_1_2,-0.21245421245421248,-0.026905950938517886,-3.5282745479092714e-05,False
0.8666197017729247,0.8590802568313134,0.1510026248615627,0.8823529411764706,0.7065868263473054,0.7860262008733624,0.8309859154929577,0.8314087759815243,0.49626415393692785,180,49,118,24,371,204,0.5498652291105122,231,85,t24,asa_band,asa_3,0.17759103641456575,0.007247780590658781,0.00023049913804323863,False
0.8154761904761905,0.9105716730300892,0.14855331424329232,0.9523809523809523,0.375,0.8,0.75,0.8695652173913043,0.49626415393692785,20,5,3,1,29,21,0.7241379310344828,26,3,t24,asa_band,asa_4_plus,0.24761904761904752,-0.04389573070607544,-0.002218811480227151,True
0.8519899749373435,0.799269025548924,0.1492985869733737,0.676,0.8721804511278195,0.7681818181818182,0.8111888111888111,0.7191489361702128,0.49626415393692785,169,51,348,81,649,250,0.3852080123266564,234,153,t24,blood_loss_missing_label,measured,-0.028761904761904766,-0.007381946244922388,-0.0014735387501457753,False
0.8635684107897302,0.8344873809020433,0.15349670307065508,0.7470588235294118,0.7900552486187845,0.7696969696969697,0.7688172043010753,0.7582089552238805,0.49626415393692785,127,38,143,43,351,170,0.4843304843304843,177,97,t24,blood_loss_missing_label,missing,0.042296918767506964,0.0041964896074643265,0.002724577347135604,False
0.8538879700345381,0.7993623589545888,0.15277528550563182,0.6973293768545994,0.8401639344262295,0.7507987220447284,0.80078125,0.7230769230769231,0.49626415393692785,235,78,410,102,825,337,0.4084848484848485,333,216,t24,has_diabetes_label,no,-0.00743252790730542,-0.005483951147727817,0.0020031597821123515,False
0.8823991618648507,0.8673650658582457,0.1413286581792756,0.7349397590361446,0.8804347826086957,0.8472222222222222,0.7864077669902912,0.7870967741935484,0.49626415393692785,61,11,81,22,175,83,0.4742857142857143,78,34,t24,has_diabetes_label,yes,0.0301778542742398,0.02302724068258477,-0.009443467544243883,False
0.8456061766959391,0.7687241399357445,0.15613566428865816,0.676595744680851,0.8421052631578947,0.7361111111111112,0.8,0.70509977827051,0.49626415393692785,159,57,304,76,596,235,0.39429530201342283,232,159,t24,has_hypertension_label,no,-0.02816616008105377,-0.013765744486326836,0.005363538565138687,False
0.8784400839195359,0.8698745734715558,0.14285957873138413,0.7405405405405405,0.8538812785388128,0.8106508875739645,0.7957446808510639,0.7740112994350282,0.49626415393692785,137,32,187,48,404,185,0.45792079207920794,179,91,t24,has_hypertension_label,yes,0.035778635778635715,0.019068162737269967,-0.007912546992135339,False
0.8119047619047619,0.6780899833182095,0.15015552088337564,0.2714285714285714,0.9666666666666667,0.76,0.7733333333333333,0.4,0.49626415393692785,19,6,174,51,250,70,0.28,38,73,t24,sofa_quartile,q1_lowest,-0.4333333333333334,-0.047467159277504,-0.0006166048401438362,False
0.8510733452593917,0.739209714221802,0.14402050163182206,0.6153846153846154,0.8837209302325582,0.7058823529411765,0.8351648351648352,0.6575342465753424,0.49626415393692785,48,20,152,30,250,78,0.312,73,65,t24,sofa_quartile,q2,-0.08937728937728939,-0.008298575922874196,-0.006751624091697411,False
0.850576923076923,0.8072214345240034,0.15728351715429648,0.7666666666666667,0.8,0.7796610169491526,0.7878787878787878,0.773109243697479,0.49626415393692785,92,26,104,28,250,120,0.48,121,67,t24,sofa_quartile,q3,0.06190476190476191,-0.0087949981053429,0.006511391430777003,False
0.8623120300751881,0.8917429834518777,0.1516289632245837,0.9013157894736842,0.6224489795918368,0.7873563218390804,0.8026315789473685,0.8404907975460123,0.49626415393692785,137,37,61,15,250,152,0.608,179,45,t24,sofa_quartile,q4_highest,0.19655388471177937,0.0029401088929221775,0.0008568375010642171,False
0.8497964065036021,0.7877669423066751,0.14774900650449221,0.6551724137931034,0.8786127167630058,0.76,0.8128342245989305,0.7037037037037037,0.49626415393692785,133,42,304,70,549,203,0.3697632058287796,187,146,t24,transfused_label,no,-0.049589490968801386,-0.009575514678663799,-0.0030231192190272593,False
0.86226318484383,0.836170787579815,0.15445215333160367,0.7511520737327189,0.7991452991452992,0.7761904761904762,0.7759336099585062,0.7634660421545667,0.49626415393692785,163,47,187,54,451,217,0.4811529933481153,224,104,t24,transfused_label,yes,0.04639016897081405,0.002891263661564114,0.0036800276080841965,False
