auroc,auprc,brier_score,sensitivity,specificity,ppv,npv,f1,threshold,tp,fp,tn,fn,n_total,n_positive,event_rate,alert_count,manual_review_count,stage,group_col,group_value,sensitivity_gap_vs_overall,auroc_gap_vs_overall,brier_gap_vs_overall,unstable_estimate
0.7787524366471734,0.863372495341352,0.17605950161943407,0.8518518518518519,0.42105263157894735,0.7582417582417582,0.5714285714285714,0.8023255813953488,0.49626415393692785,69,22,16,12,119,81,0.680672268907563,87,30,t6,has_notes_x_admission_urgency,no_notes+emergency,0.30661375661375667,-0.005808318689443981,-0.008122762648086007,False
0.7431476020487349,0.5955687106098198,0.1767807329065202,0.3,0.9445910290237467,0.7083333333333334,0.750524109014675,0.4214876033057851,0.49626415393692785,51,21,358,119,549,170,0.30965391621129323,84,131,t6,has_notes_x_admission_urgency,with_notes+elective,-0.2452380952380952,-0.04141315328788253,-0.007401531360999886,False
0.7482539682539683,0.7909068668650632,0.19391819435267504,0.8,0.6,0.7567567567567568,0.6585365853658537,0.7777777777777778,0.49626415393692785,56,18,27,14,115,70,0.6086956521739131,72,26,t6,has_notes_x_admission_urgency,with_notes+emergency,0.25476190476190486,-0.03630678708264912,0.00973593008515497,False
0.6805194805194805,0.5319645493301739,0.2302152353007849,0.2727272727272727,0.9142857142857143,0.6666666666666666,0.6666666666666666,0.3870967741935484,0.49626415393692785,6,3,32,16,57,22,0.38596491228070173,12,26,t6,has_notes_x_surgery_type,no_notes+abdominal,-0.2725108225108225,-0.10404127481713688,0.04603297103326481,False
0.7888655462184874,0.9063926964272546,0.14195089527688318,0.9705882352941176,0.10714285714285714,0.7983870967741935,0.5,0.8761061946902655,0.49626415393692785,99,25,3,3,130,102,0.7846153846153846,119,11,t6,has_notes_x_surgery_type,no_notes+cardiac,0.42535014005602245,0.004304790881869969,-0.0422313689906369,False
0.7624633431085044,0.49061170089878225,0.17787225063679546,0.09090909090909091,0.9032258064516129,0.25,0.7368421052631579,0.13333333333333333,0.49626415393692785,1,3,28,10,42,11,0.2619047619047619,3,21,t6,has_notes_x_surgery_type,no_notes+orthopaedic,-0.45432900432900425,-0.02209741222811301,-0.006310013630724615,True
0.6014336917562725,0.5536107159027508,0.24095822641493383,0.35555555555555557,0.7741935483870968,0.5333333333333333,0.6233766233766234,0.4266666666666667,0.49626415393692785,16,14,48,29,107,45,0.4205607476635514,29,78,t6,has_notes_x_surgery_type,no_notes+vascular,-0.18968253968253962,-0.18312706358034492,0.05677596214741376,False
0.7386206161390044,0.6398517378893414,0.19740337787466625,0.330188679245283,0.9322033898305084,0.7446808510638298,0.6991525423728814,0.45751633986928103,0.49626415393692785,35,12,165,71,283,106,0.3745583038869258,53,76,t6,has_notes_x_surgery_type,with_notes+abdominal,-0.2150494159928122,-0.04594013919761297,0.013221113607146173,False
0.7249255213505462,0.8455573124287514,0.15852370922354808,0.9622641509433962,0.3157894736842105,0.796875,0.75,0.8717948717948718,0.49626415393692785,51,13,6,2,72,53,0.7361111111111112,63,7,t6,has_notes_x_surgery_type,with_notes+cardiac,0.41702605570530105,-0.05963523398607118,-0.025658555043971992,False
0.7431651906045438,0.48799638559215086,0.15646602247088423,0.12244897959183673,0.9811320754716981,0.6666666666666666,0.7839195979899497,0.20689655172413793,0.49626415393692785,6,3,156,43,208,49,0.23557692307692307,13,44,t6,has_notes_x_surgery_type,with_notes+orthopaedic,-0.42278911564625843,-0.04139556473207362,-0.027716241796635843,False
0.7083333333333335,0.5372705022472616,0.1933605845511611,0.46875,0.8405797101449275,0.5769230769230769,0.7733333333333333,0.5172413793103449,0.49626415393692785,15,11,58,17,101,32,0.31683168316831684,27,30,t6,has_notes_x_surgery_type,with_notes+vascular,-0.07648809523809519,-0.07622742200328392,0.009178320283641017,False
0.7807692307692308,0.9106115215164398,0.1123131084950553,1.0,0.0,0.8387096774193549,0.0,0.9122807017543859,0.49626415393692785,52,10,0,0,62,52,0.8387096774193549,60,2,t6,no_notes_cardiac_emergency,no_notes+cardiac+emergency,0.4547619047619048,-0.0037915245673866282,-0.07186915577246478,False
0.765265064836003,0.6856018738567823,0.1889326775488557,0.48097826086956524,0.8701754385964913,0.7051792828685259,0.7219796215429404,0.5718901453957996,0.49626415393692785,177,74,496,191,938,368,0.39232409381663114,259,291,t6,no_notes_cardiac_emergency,other,-0.06425983436852994,-0.019295690500614415,0.00475041328133563,False
0.75992599259926,0.6088083890340757,0.1815413868520639,0.29292929292929293,0.9306930693069307,0.6744186046511628,0.7286821705426356,0.4084507042253521,0.49626415393692785,29,14,188,70,301,99,0.3289036544850498,54,92,t12,admission_urgency_x_surgery_type,elective+abdominal,-0.32611832611832614,-0.06698287439581396,0.015302936934637412,False
0.809765625,0.8891252771122862,0.15442594081546496,0.9875,0.3125,0.7821782178217822,0.9090909090909091,0.8729281767955801,0.49626415393692785,79,22,10,1,112,80,0.7142857142857143,99,12,t12,admission_urgency_x_surgery_type,elective+cardiac,0.368452380952381,-0.017143241995073888,-0.011812509101961521,False
0.7624,0.4433311183187816,0.15019497203030732,0.04,0.9828571428571429,0.4,0.7818181818181819,0.07272727272727272,0.49626415393692785,2,3,172,48,225,50,0.2222222222222222,10,59,t12,admission_urgency_x_surgery_type,elective+orthopaedic,-0.579047619047619,-0.06450886699507397,-0.016043477887119156,False
0.7414772727272727,0.6103341987334769,0.1800855654909882,0.4,0.9431818181818182,0.7619047619047619,0.7757009345794392,0.5245901639344263,0.49626415393692785,16,5,83,24,128,40,0.3125,27,70,t12,admission_urgency_x_surgery_type,elective+vascular,-0.21904761904761905,-0.08543159426780123,0.013847115573561719,False
0.6896551724137931,0.789555068910445,0.18304480948332097,0.8620689655172413,0.6,0.8620689655172413,0.6,0.8620689655172413,0.49626415393692785,25,4,6,4,39,29,0.7435897435897436,29,9,t12,admission_urgency_x_surgery_type,emergency+abdominal,0.24302134646962226,-0.13725369458128078,0.01680635956589449,True
0.7395555555555555,0.9026378185214077,0.11502896530496029,1.0,0.06666666666666667,0.8426966292134831,1.0,0.9146341463414634,0.49626415393692785,75,14,1,0,90,75,0.8333333333333334,89,1,t12,admission_urgency_x_surgery_type,emergency+cardiac,0.38095238095238093,-0.08735331143951841,-0.05120948461246619,False
0.7866666666666666,0.7581909318751424,0.18840441643019049,0.8,0.8,0.7272727272727273,0.8571428571428571,0.7619047619047619,0.49626415393692785,8,3,12,2,25,10,0.4,11,10,t12,admission_urgency_x_surgery_type,emergency+orthopaedic,0.18095238095238098,-0.04024220032840731,0.022165966512764007,True
0.7875549968573224,0.765925231778232,0.19065626444883496,0.7027027027027027,0.627906976744186,0.6190476190476191,0.7105263157894737,0.6582278481012658,0.49626415393692785,26,16,27,11,80,37,0.4625,44,27,t12,admission_urgency_x_surgery_type,emergency+vascular,0.08365508365508367,-0.03935387013775149,0.024417814531408483,False
0.8049135422016778,0.7953321934464734,0.1822598849997482,0.6161616161616161,0.8305084745762712,0.7530864197530864,0.7205882352941176,0.6777777777777778,0.49626415393692785,61,20,98,38,217,99,0.45622119815668205,87,97,t12,has_notes_x_admission_urgency,no_notes+elective,-0.0028860028860029363,-0.021995324793396165,0.016021435082321733,False
0.8216374269005847,0.8743094122207553,0.15361115195904737,0.8888888888888888,0.5263157894736842,0.8,0.6896551724137931,0.8421052631578947,0.49626415393692785,72,18,20,9,119,81,0.680672268907563,93,26,t12,has_notes_x_admission_urgency,no_notes+emergency,0.26984126984126977,-0.00527144009448921,-0.012627297958379108,False
0.790811733664442,0.6565431748675841,0.1625393239681668,0.38235294117647056,0.9366754617414248,0.7303370786516854,0.7717391304347826,0.5019305019305019,0.49626415393692785,65,24,355,105,549,170,0.30965391621129323,103,136,t12,has_notes_x_admission_urgency,with_notes+elective,-0.2366946778711485,-0.036097133330631914,-0.0036991259492596684,False
0.8196825396825396,0.8488490813125704,0.16673251244200757,0.8857142857142857,0.5777777777777777,0.7654320987654321,0.7647058823529411,0.8211920529801324,0.49626415393692785,62,19,26,8,115,70,0.6086956521739131,80,21,t12,has_notes_x_admission_urgency,with_notes+emergency,0.2666666666666666,-0.007226327312534364,0.0004940625245810903,False
0.7441558441558442,0.5739944844516902,0.21118293374065114,0.3181818181818182,0.8857142857142857,0.6363636363636364,0.6739130434782609,0.42424242424242425,0.49626415393692785,7,4,31,15,57,22,0.38596491228070173,12,26,t12,has_notes_x_surgery_type,no_notes+abdominal,-0.3008658008658009,-0.0827530228392297,0.04494448382322466,False
0.832983193277311,0.9196089326936266,0.12943626961640767,1.0,0.17857142857142858,0.816,1.0,0.8986784140969163,0.49626415393692785,102,23,5,0,130,102,0.7846153846153846,124,6,t12,has_notes_x_surgery_type,no_notes+cardiac,0.38095238095238093,0.00607432628223703,-0.03680218030101881,False
0.7360703812316716,0.4741067493822667,0.17980837679292502,0.18181818181818182,0.9354838709677419,0.5,0.7631578947368421,0.26666666666666666,0.49626415393692785,2,2,29,9,42,11,0.2619047619047619,5,23,t12,has_notes_x_surgery_type,no_notes+orthopaedic,-0.43722943722943725,-0.09083848576340237,0.013569926875498545,True
0.7448028673835125,0.7015387221622241,0.20013110307868265,0.4888888888888889,0.8548387096774194,0.7096774193548387,0.6973684210526315,0.5789473684210527,0.49626415393692785,22,9,53,23,107,45,0.4205607476635514,39,68,t12,has_notes_x_surgery_type,no_notes+vascular,-0.1301587301587302,-0.0821059996115614,0.03389265316125617,False
0.7983690438119603,0.7198603765091023,0.17577836674594927,0.44339622641509435,0.9209039548022598,0.7704918032786885,0.7342342342342343,0.562874251497006,0.49626415393692785,47,14,163,59,283,106,0.3745583038869258,71,75,t12,has_notes_x_surgery_type,with_notes+abdominal,-0.17565139263252472,-0.028539823183113655,0.009539916828522788,False
0.7606752730883813,0.8755729923914192,0.1502999610922987,0.9811320754716981,0.3157894736842105,0.8,0.8571428571428571,0.8813559322033898,0.49626415393692785,52,13,6,1,72,53,0.7361111111111112,64,7,t12,has_notes_x_surgery_type,with_notes+cardiac,0.36208445642407905,-0.06623359390669259,-0.015938488825127772,False
0.7703760749582852,0.5270446192408162,0.14880782352053393,0.16326530612244897,0.9748427672955975,0.6666666666666666,0.7908163265306123,0.26229508196721313,0.49626415393692785,8,4,155,41,208,49,0.23557692307692307,16,46,t12,has_notes_x_surgery_type,with_notes+orthopaedic,-0.45578231292517013,-0.05653279203678874,-0.01743062639689255,False
0.8043478260869565,0.6766840538044152,0.16722203474588357,0.625,0.8260869565217391,0.625,0.8260869565217391,0.625,0.49626415393692785,20,12,57,12,101,32,0.31683168316831684,32,29,t12,has_notes_x_surgery_type,with_notes+vascular,0.005952380952380931,-0.02256104090811739,0.0009835848284570903,False
0.7942307692307692,0.9088521934548481,0.10701503017613383,1.0,0.1,0.8524590163934426,1.0,0.9203539823008849,0.49626415393692785,52,9,1,0,62,52,0.8387096774193549,61,1,t12,no_notes_cardiac_emergency,no_notes+cardiac+emergency,0.38095238095238093,-0.03267809776430475,-0.05922341974129265,False
0.8131149885583524,0.740645571680358,0.17015300431397246,0.5652173913043478,0.8736842105263158,0.7428571428571429,0.756838905775076,0.6419753086419753,0.49626415393692785,208,72,498,160,938,368,0.39232409381663114,302,279,t12,no_notes_cardiac_emergency,other,-0.053830227743271286,-0.01379387843672153,0.003914554396545977,False
0.8144814481448145,0.6908557030169662,0.1625035305071747,0.45454545454545453,0.9108910891089109,0.7142857142857143,0.773109243697479,0.5555555555555556,0.49626415393692785,45,18,184,54,301,99,0.3289036544850498,76,78,t24,admission_urgency_x_surgery_type,elective+abdominal,-0.2502164502164503,-0.04489047303745142,0.011731404783655225,False
0.842578125,0.9043924854340941,0.1448816181171411,0.9875,0.375,0.797979797979798,0.9230769230769231,0.88268156424581,0.49626415393692785,79,20,12,1,112,80,0.7142857142857143,98,13,t24,admission_urgency_x_surgery_type,elective+cardiac,0.28273809523809523,-0.016793796182265952,-0.005890507606378381,False
0.7877714285714286,0.48454254135217434,0.1428620123044385,0.14,0.96,0.5,0.7962085308056872,0.21875,0.49626415393692785,7,7,168,43,225,50,0.2222222222222222,21,58,t24,admission_urgency_x_surgery_type,elective+orthopaedic,-0.5647619047619048,-0.07160049261083734,-0.00791011341908096,False
0.8298295454545455,0.7387114572699228,0.15334019156882525,0.55,0.9204545454545454,0.7586206896551724,0.8181818181818182,0.6376811594202898,0.49626415393692785,22,7,81,18,128,40,0.3125,34,64,t24,admission_urgency_x_surgery_type,elective+vascular,-0.15476190476190477,-0.02954237572772045,0.002568065845305778,False
0.7413793103448276,0.8072418192810393,0.15237699884542003,0.9655172413793104,0.6,0.875,0.8571428571428571,0.9180327868852459,0.49626415393692785,28,4,6,1,39,29,0.7435897435897436,34,4,t24,admission_urgency_x_surgery_type,emergency+abdominal,0.2607553366174056,-0.11799261083743828,0.0016048731219005519,True
0.7617777777777778,0.9223843893266905,0.11367201808201059,1.0,0.06666666666666667,0.8426966292134831,1.0,0.9146341463414634,0.49626415393692785,75,14,1,0,90,75,0.8333333333333334,89,1,t24,admission_urgency_x_surgery_type,emergency+cardiac,0.2952380952380952,-0.09759414340448813,-0.03710010764150888,False
0.8066666666666666,0.8181240981240981,0.17935698149092963,0.8,0.8,0.7272727272727273,0.8571428571428571,0.7619047619047619,0.49626415393692785,8,3,12,2,25,10,0.4,11,9,t24,admission_urgency_x_surgery_type,emergency+orthopaedic,0.09523809523809523,-0.052705254515599265,0.028584855767410156,True
0.8680075424261472,0.8662745717438112,0.16504019253507746,0.8648648648648649,0.627906976744186,0.6666666666666666,0.84375,0.7529411764705882,0.49626415393692785,32,16,27,5,80,37,0.4625,48,23,t24,admission_urgency_x_surgery_type,emergency+vascular,0.1601029601029601,0.008635621243881286,0.014268066811557983,False
